document,program,safe,yucca,problem,sci,storage,trans,Year,Congress
SGA.1978.rowe.txt,0.474387862,0.317710681,0.031695959,0.040108157,0.028541385,0.054829503,0.052726453,1978,95
SGA.1978.gustave.txt,0.703064307,0.042439937,0.014242555,0.023305999,0.038411739,0.104876996,0.073658466,1978,95
MMF.1977.webster.txt,0.046021093,0.515819751,0.04154682,0.033716842,0.221636306,0.094119527,0.047139661,1978,95
MMF.1977.rowe.txt,0.097808442,0.746672078,0.020535714,0.02224026,0.068831169,0.018262987,0.025649351,1978,95
MMF.1977.long.txt,0.139276291,0.579909536,0.060120618,0.068695816,0.042310592,0.078590275,0.031096872,1978,95
MMF.1977.meyers.txt,0.181309718,0.499417385,0.032859473,0.045910044,0.067117222,0.098112328,0.075273829,1978,95
MMF.1977.deutch.txt,0.337807309,0.099667774,0.043853821,0.020598007,0.184318937,0.28013289,0.033621263,1978,95
IIA.1978.stewart.txt,0.023185304,0.051899411,0.015070448,0.025057963,0.818441234,0.028803282,0.037542358,1978,95
IIA.1978.heath.txt,0.070927158,0.113045857,0.034551919,0.009663597,0.404685933,0.298112864,0.069012672,1978,95
IIA.1978.bredehoeft.txt,0.292207792,0.146753247,0.137662338,0.11948052,0.146753247,0.083116883,0.074025974,1978,95
IIA.1978.deutch.txt,0.393728223,0.097793264,0.032752613,0.128687573,0.081533101,0.209988386,0.055516841,1978,95
TEC.1978.montague.txt,0.10458221,0.198921833,0.055525607,0.234141959,0.303324349,0.049236298,0.054267745,1978,95
TEC.1978.rowe.txt,0.125304729,0.419957744,0.107102227,0.049081749,0.189013489,0.030879246,0.078660816,1978,95
TEC.1978.cochran.txt,0.163503164,0.212454213,0.102897103,0.196137196,0.077256077,0.217116217,0.030636031,1978,95
TEC.1978.krauskopf.txt,0.040203401,0.167010965,0.027967583,0.139202288,0.511838551,0.080247895,0.033529318,1978,95
TEC.1978.maxey.txt,0.040362812,0.40861678,0.067876039,0.150415722,0.171579743,0.086923658,0.074225246,1978,95
TEC.1978.levenson.txt,0.053345389,0.260940326,0.031826401,0.078661845,0.360940326,0.177396022,0.036889693,1978,95
TEC.1978.freeman.txt,0.05366027,0.018834399,0.077292111,0.205401564,0.038734897,0.50764037,0.09843639,1978,95
TEC.1978.bishop.txt,0.110964681,0.193990511,0.046389035,0.050079072,0.474433316,0.083289404,0.04085398,1978,95
TEC.1978.pasternak.txt,0.133506494,0.126233766,0.081385281,0.152900433,0.254718615,0.215930736,0.035324675,1978,95
TEC.1978.hebel.txt,0.160136054,0.178231293,0.042040816,0.071564626,0.371564626,0.142040816,0.034421769,1978,95
TEC.1978.deutch.txt,0.298630845,0.155773702,0.076207698,0.04365797,0.059932834,0.325755619,0.040041333,1978,95
TEC.1978.meyers.txt,0.302771855,0.332622601,0.063965885,0.016476061,0.130451638,0.100600892,0.053111068,1978,95
TEC.1978.howard.txt,0.338946961,0.088269454,0.027293844,0.025938831,0.230545877,0.260356175,0.028648858,1978,95
TEC.1978.edwards.txt,0.382384533,0.067848192,0.047798067,0.166845686,0.023988543,0.22198353,0.08915145,1978,95
CST.1979.nelson.txt,0.134004024,0.076257545,0.036820926,0.048088531,0.046680081,0.055130785,0.603018109,1979,96
CST.1979.harris.txt,0.03096411,0.071604504,0.033427164,0.05190007,0.043279381,0.032195637,0.736629134,1979,96
CST.1979.jefferson.txt,0.046479836,0.084757348,0.043290043,0.167691957,0.086352244,0.033720665,0.537707906,1979,96
CST.1979.macklin.txt,0.060418904,0.067937701,0.049140709,0.182599356,0.084854995,0.098012889,0.457035446,1979,96
CST.1979.maxwell.txt,0.065430753,0.061613959,0.09214831,0.218102508,0.076881134,0.221919302,0.263904035,1979,96
CST.1979.pollock.txt,0.076142652,0.081881533,0.017319123,0.175138348,0.046013527,0.130662021,0.472842796,1979,96
CST.1979.reynolds.txt,0.078489951,0.108432917,0.019079305,0.012425312,0.012425312,0.085619229,0.683527974,1979,96
CST.1979.list.txt,0.11641406,0.124314737,0.075782006,0.188648823,0.021605934,0.055465979,0.417768462,1979,96
CST.1979.mayer.txt,0.117267782,0.090469474,0.045335483,0.056618981,0.049566794,0.024178924,0.616562563,1979,96
CST.1979.dugoff.txt,0.132787165,0.118450248,0.073050009,0.050349889,0.052739375,0.056323605,0.51629971,1979,96
CST.1979.rifakes.txt,0.145977809,0.053744799,0.087725381,0.061026352,0.051317614,0.148404993,0.451803051,1979,96
CST.1979.rhode.txt,0.203150462,0.026724606,0.03813145,0.03813145,0.022922325,0.068549701,0.602390005,1979,96
